Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
4,2021-01-04,site 40,3,3,0,3,3.1
5,2021-01-05,site 40,14,4,530,4,15.7
6,2021-01-06,site 40,3,3,0,3,0.1
7,2021-01-07,site 40,92,1,2718,4,0.4
8,2021-01-08,site 40,0,0,0,0,4.9
9,2021-01-09,site 40,1,1,0,1,1.5
10,2021-01-10,site 40,5,4,117,4,1.5
11,2021-01-11,site 40,0,0,0,0,5.8
12,2021-01-12,site 40,12,6,55,7,0.1
13,2021-01-13,site 40,33,28,37,28,4.7
14,2021-01-14,site 40,2,2,0,2,2.5
15,2021-01-15,site 40,1,1,0,1,0.2
16,2021-01-16,site 40,0,0,0,0,0.2
17,2021-01-17,site 40,2,1,10,1,0.1
18,2021-01-18,site 40,64,18,693,18,3.4
19,2021-01-19,site 40,13,13,0,13,1.6
20,2021-01-20,site 40,9,2,327,2,47.4
21,2021-01-21,site 40,1,1,0,1,1.4
22,2021-01-22,site 40,0,0,0,0,3.4
23,2021-01-23,site 40,2,1,1157,1,0.3
24,2021-01-24,site 40,3,1,25,1,2.8
25,2021-01-25,site 40,19,3,4309,4,0.2
26,2021-01-26,site 40,5,1,49,1,10.4
27,2021-01-27,site 40,15,15,0,15,0.7
28,2021-01-28,site 40,3,3,0,3,1.6
29,2021-01-29,site 40,13,5,340,5,25.5
30,2021-01-30,site 40,0,0,0,0,0.2
31,2021-01-31,site 40,1,1,0,1,8.8
1,2021-01-01,site 41,110,64,5485,67,5.3
2,2021-01-02,site 41,141,83,2213,87,3.3
3,2021-01-03,site 41,165,108,7484,110,3.4
4,2021-01-04,site 41,272,173,11192,186,7.8
5,2021-01-05,site 41,374,213,16462,224,0.9
6,2021-01-06,site 41,402,273,11300,289,18.8
7,2021-01-07,site 41,367,222,8323,238,13.5
8,2021-01-08,site 41,251,160,16437,172,0.1
9,2021-01-09,site 41,195,118,11227,124,2.2
10,2021-01-10,site 41,181,111,10159,125,2.9
11,2021-01-11,site 41,232,165,7644,173,0.1
12,2021-01-12,site 41,335,186,11891,194,11.3
13,2021-01-13,site 41,428,241,30069,251,2.4
14,2021-01-14,site 41,494,263,23167,284,1.3
15,2021-01-15,site 41,391,233,20873,244,4.3
16,2021-01-16,site 41,256,175,7204,183,2.9
17,2021-01-17,site 41,202,132,7567,136,1.5
18,2021-01-18,site 41,390,273,19608,285,0.3
19,2021-01-19,site 41,419,278,16182,290,1.1
20,2021-01-20,site 41,615,425,27192,443,0.2
21,2021-01-21,site 41,645,464,36371,492,7.3
22,2021-01-22,site 41,497,354,21129,381,2.9
23,2021-01-23,site 41,313,198,16532,215,5.7
24,2021-01-24,site 41,279,196,13634,208,3.7
25,2021-01-25,site 41,479,291,28764,316,9.9
26,2021-01-26,site 41,368,257,22751,274,1.3
27,2021-01-27,site 41,431,248,35317,267,4.7
28,2021-01-28,site 41,322,194,20543,217,6.2
29,2021-01-29,site 41,233,146,8225,148,0.2
30,2021-01-30,site 41,148,89,4717,94,6.6
31,2021-01-31,site 41,129,75,3942,80,1.6
1,2021-01-01,site 42,13,11,171,11,0.1
2,2021-01-02,site 42,25,16,1045,16,1.6
3,2021-01-03,site 42,26,22,686,22,0.3
4,2021-01-04,site 42,29,24,1192,24,8.4
5,2021-01-05,site 42,28,14,2187,17,0.5
6,2021-01-06,site 42,39,27,245,27,1.5
7,2021-01-07,site 42,13,10,78,10,0.1
8,2021-01-08,site 42,34,24,636,24,13.2
9,2021-01-09,site 42,9,7,61,7,0.3
10,2021-01-10,site 42,31,18,483,19,0.1
11,2021-01-11,site 42,67,42,1185,42,0.1
12,2021-01-12,site 42,20,13,443,13,0.9
13,2021-01-13,site 42,22,12,1008,12,4.1
14,2021-01-14,site 42,30,21,564,21,8.7
15,2021-01-15,site 42,50,39,459,40,1.7
16,2021-01-16,site 42,33,22,619,24,1.1
17,2021-01-17,site 42,24,14,1425,14,0.2
18,2021-01-18,site 42,28,16,1046,16,6.1
19,2021-01-19,site 42,36,26,251,26,2.1
20,2021-01-20,site 42,16,12,22,12,14.1
21,2021-01-21,site 42,25,20,57,20,0.1
22,2021-01-22,site 42,14,9,172,9,5.9
23,2021-01-23,site 42,11,7,23,7,0.7
24,2021-01-24,site 42,24,18,88,18,4.8
25,2021-01-25,site 42,24,17,1845,17,3.5
26,2021-01-26,site 42,28,18,252,18,0.3
27,2021-01-27,site 42,28,22,99,22,7.7
28,2021-01-28,site 42,51,25,565,25,4.6
29,2021-01-29,site 42,29,21,83,21,9.2
30,2021-01-30,site 42,13,8,77,8,1.9
31,2021-01-31,site 42,14,8,220,8,3.8
1,2021-01-01,site 43,14,8,64,8,0.1
2,2021-01-02,site 43,17,12,352,12,0.1
3,2021-01-03,site 43,45,36,267,37,1.1
4,2021-01-04,site 43,43,33,1312,33,1.9
5,2021-01-05,site 43,134,125,1874,125,0.8
6,2021-01-06,site 43,68,61,422,62,0.6
7,2021-01-07,site 43,41,32,2167,32,9.3
8,2021-01-08,site 43,84,73,847,73,0.5
9,2021-01-09,site 43,19,14,192,14,6.9
10,2021-01-10,site 43,45,42,201,42,0.1
11,2021-01-11,site 43,64,55,271,58,4.9
12,2021-01-12,site 43,49,35,1443,36,4.1
13,2021-01-13,site 43,33,20,498,23,0.1
14,2021-01-14,site 43,48,17,509,20,0.1
15,2021-01-15,site 43,29,21,404,21,0.3
16,2021-01-16,site 43,43,39,54,39,0.1
17,2021-01-17,site 43,15,9,32,9,0.4
18,2021-01-18,site 43,26,18,413,18,6.3
19,2021-01-19,site 43,65,54,1026,55,5.6
20,2021-01-20,site 43,33,24,268,26,0.7
21,2021-01-21,site 43,47,30,2345,31,2.3
22,2021-01-22,site 43,31,23,157,23,0.1
23,2021-01-23,site 43,14,10,15,10,4.8
24,2021-01-24,site 43,41,36,32,36,1.4
25,2021-01-25,site 43,102,94,449,94,1.5
26,2021-01-26,site 43,40,27,2657,28,6.7
27,2021-01-27,site 43,62,50,900,50,0.1
28,2021-01-28,site 43,38,25,455,26,0.2
29,2021-01-29,site 43,42,19,2193,21,3.1
30,2021-01-30,site 43,19,15,15,15,2.1
31,2021-01-31,site 43,19,13,110,13,2.5
1,2021-01-01,site 44,679,26,9891,28,6.1
2,2021-01-02,site 44,137,12,895,12,2.7
3,2021-01-03,site 44,662,27,5484,27,4.9
4,2021-01-04,site 44,303,19,3550,19,2.4
5,2021-01-05,site 44,299,20,2122,20,5.1
6,2021-01-06,site 44,374,22,26422,22,1.9
7,2021-01-07,site 44,570,14,9725,14,3.4
8,2021-01-08,site 44,251,24,6774,26,6.9
9,2021-01-09,site 44,160,5,1796,5,0.1
10,2021-01-10,site 44,592,15,7235,15,5.7
11,2021-01-11,site 44,298,13,27825,13,4.8
12,2021-01-12,site 44,276,17,10749,17,5.8
13,2021-01-13,site 44,228,23,10843,25,0.1
14,2021-01-14,site 44,317,21,41113,25,0.2
15,2021-01-15,site 44,329,32,26971,32,4.6
16,2021-01-16,site 44,345,48,2064,48,1.5
17,2021-01-17,site 44,272,56,1707,56,0.4
18,2021-01-18,site 44,211,19,2066,19,0.1
19,2021-01-19,site 44,857,63,74783,64,0.1
20,2021-01-20,site 44,791,30,54062,33,0.3
21,2021-01-21,site 44,717,43,18749,44,4.9
22,2021-01-22,site 44,356,34,30425,38,0.2
23,2021-01-23,site 44,534,31,10421,31,0.1
24,2021-01-24,site 44,257,22,2217,22,0.1
25,2021-01-25,site 44,305,38,4994,40,2.7
26,2021-01-26,site 44,266,33,1876,33,0.1
27,2021-01-27,site 44,328,35,9477,40,0.2
28,2021-01-28,site 44,227,46,5969,48,0.1
29,2021-01-29,site 44,348,32,25993,32,0.5
30,2021-01-30,site 44,211,11,2360,11,0.4
31,2021-01-31,site 44,640,49,5661,49,2.7
1,2021-01-01,site 45,4,2,10,2,3.3
2,2021-01-02,site 45,4,2,12,2,6.1
3,2021-01-03,site 45,297,42,5470,42,0.1
4,2021-01-04,site 45,186,16,3737,16,3.6
5,2021-01-05,site 45,326,323,14,323,0.1
6,2021-01-06,site 45,76,74,9,74,2.9
7,2021-01-07,site 45,4,2,10,2,0.1
8,2021-01-08,site 45,10,8,10,8,8.5
9,2021-01-09,site 45,6,4,12,4,0.1
10,2021-01-10,site 45,4,2,11,2,0.4
11,2021-01-11,site 45,7,5,11,5,5.9
12,2021-01-12,site 45,10,8,9,8,0.1
13,2021-01-13,site 45,6,4,8,4,7.5
14,2021-01-14,site 45,7,3,22,3,5.7
15,2021-01-15,site 45,6,2,24,2,5.2
16,2021-01-16,site 45,12,8,20,8,0.7
17,2021-01-17,site 45,26,22,25,22,2.6
18,2021-01-18,site 45,11,7,34,7,0.1
19,2021-01-19,site 45,10,6,19,6,0.9
20,2021-01-20,site 45,14,10,21,10,1.3
21,2021-01-21,site 45,6,2,24,2,2.6
22,2021-01-22,site 45,6,2,21,2,7.4
23,2021-01-23,site 45,6,2,25,2,2.7
24,2021-01-24,site 45,13,9,20,9,0.2
25,2021-01-25,site 45,7,3,19,3,6.9
26,2021-01-26,site 45,8,4,29,4,0.1
27,2021-01-27,site 45,6,2,22,2,6.3
28,2021-01-28,site 45,15,11,19,11,5.8
29,2021-01-29,site 45,6,2,22,2,4.5
30,2021-01-30,site 45,13,9,26,9,6.7
31,2021-01-31,site 45,6,2,25,2,0.1
1,2021-01-01,site 46,23,7,575,7,0.1
2,2021-01-02,site 46,16,5,802,6,0.1
3,2021-01-03,site 46,37,8,2650,10,0.1
4,2021-01-04,site 46,87,18,5537,18,10.4
5,2021-01-05,site 46,196,13,11308,14,0.1
6,2021-01-06,site 46,264,23,24804,27,0.1
7,2021-01-07,site 46,127,21,8357,21,6.4
8,2021-01-08,site 46,160,29,10320,29,0.1
9,2021-01-09,site 46,14,7,123,7,8.4
10,2021-01-10,site 46,20,6,156,6,0.1
11,2021-01-11,site 46,116,16,11322,17,3.6
12,2021-01-12,site 46,106,20,7442,24,0.1
13,2021-01-13,site 46,75,11,5631,11,0.6
14,2021-01-14,site 46,78,9,8943,12,3.1
15,2021-01-15,site 46,45,8,1826,9,0.1
16,2021-01-16,site 46,40,14,1059,14,0.1
17,2021-01-17,site 46,15,7,95,7,1.9
18,2021-01-18,site 46,210,25,17738,31,6.1
19,2021-01-19,site 46,93,16,9085,21,4.9
20,2021-01-20,site 46,98,26,7598,27,0.1
21,2021-01-21,site 46,95,12,8019,13,5.6
22,2021-01-22,site 46,52,10,1559,11,1.3
23,2021-01-23,site 46,14,7,69,7,6.4
24,2021-01-24,site 46,30,12,787,13,5.2
25,2021-01-25,site 46,175,20,11841,24,0.1
26,2021-01-26,site 46,141,11,4983,11,6.6
27,2021-01-27,site 46,98,18,7709,18,3.3
28,2021-01-28,site 46,55,21,1009,22,7.2
29,2021-01-29,site 46,43,12,2768,12,0.1
30,2021-01-30,site 46,61,13,3984,14,0.1
31,2021-01-31,site 46,48,7,3154,8,0.1
1,2021-01-01,site 47,13,11,8,11,3.3
2,2021-01-02,site 47,22,17,471,18,0.1
3,2021-01-03,site 47,36,29,1234,29,4.5
4,2021-01-04,site 47,38,27,1146,28,0.1
5,2021-01-05,site 47,40,30,211,32,6.3
6,2021-01-06,site 47,57,39,617,39,0.1
7,2021-01-07,site 47,48,33,1621,35,0.1
8,2021-01-08,site 47,62,51,181,51,0.1
9,2021-01-09,site 47,36,29,436,31,0.4
10,2021-01-10,site 47,53,50,229,50,3.4
11,2021-01-11,site 47,74,62,494,63,9.6
12,2021-01-12,site 47,51,38,1070,39,5.7
13,2021-01-13,site 47,54,39,2831,42,4.9
14,2021-01-14,site 47,53,40,1096,42,0.3
15,2021-01-15,site 47,54,35,1022,36,0.2
16,2021-01-16,site 47,39,33,256,34,0.1
17,2021-01-17,site 47,25,18,94,19,2.5
18,2021-01-18,site 47,71,37,2434,42,0.8
19,2021-01-19,site 47,57,42,847,43,2.7
20,2021-01-20,site 47,35,25,210,27,0.2
21,2021-01-21,site 47,47,39,350,40,2.9
22,2021-01-22,site 47,37,25,878,25,4.9
23,2021-01-23,site 47,19,12,1360,12,37.4
24,2021-01-24,site 47,64,40,1359,41,8.4
25,2021-01-25,site 47,51,30,2077,33,0.1
26,2021-01-26,site 47,45,36,553,36,2.9
27,2021-01-27,site 47,59,39,1448,39,2.4
28,2021-01-28,site 47,63,31,2827,34,6.7
29,2021-01-29,site 47,49,25,2416,26,0.1
30,2021-01-30,site 47,27,16,683,17,0.2
31,2021-01-31,site 47,25,19,374,19,7.3
1,2021-01-01,site 48,16,6,9,6,16.8
2,2021-01-02,site 48,32,10,24,12,4.9
3,2021-01-03,site 48,62,23,135,23,0.4
4,2021-01-04,site 48,56,15,866,15,0.1
5,2021-01-05,site 48,284,139,710,140,3.8
6,2021-01-06,site 48,84,34,198,34,3.7
7,2021-01-07,site 48,30,12,27,12,1.2
8,2021-01-08,site 48,47,16,1902,16,5.9
9,2021-01-09,site 48,40,11,647,11,0.1
10,2021-01-10,site 48,74,19,1659,21,4.1
11,2021-01-11,site 48,42,17,137,17,4.7
12,2021-01-12,site 48,38,15,273,15,1.4
13,2021-01-13,site 48,34,11,732,11,3.5
14,2021-01-14,site 48,40,12,891,13,3.2
15,2021-01-15,site 48,38,12,64,13,1.1
16,2021-01-16,site 48,40,15,21,15,4.8
17,2021-01-17,site 48,90,19,933,19,0.1
18,2021-01-18,site 48,50,19,84,19,0.4
19,2021-01-19,site 48,66,23,779,23,12.8
20,2021-01-20,site 48,48,19,72,19,6.9
21,2021-01-21,site 48,48,17,865,19,3.3
22,2021-01-22,site 48,44,10,1209,11,1.5
23,2021-01-23,site 48,28,9,123,9,0.3
24,2021-01-24,site 48,64,24,1572,24,2.6
25,2021-01-25,site 48,44,16,440,16,5.8
26,2021-01-26,site 48,50,15,100,16,0.4
27,2021-01-27,site 48,60,23,259,23,2.6
28,2021-01-28,site 48,58,17,752,18,3.3
29,2021-01-29,site 48,44,17,194,17,7.1
30,2021-01-30,site 48,52,14,885,14,5.3
31,2021-01-31,site 48,78,24,2046,26,0.2
1,2021-01-01,site 49,69,21,292,21,0.1
2,2021-01-02,site 49,50,27,1280,27,0.8
3,2021-01-03,site 49,154,70,1113,70,1.4
4,2021-01-04,site 49,121,57,3898,60,6.1
5,2021-01-05,site 49,127,82,680,87,0.5
6,2021-01-06,site 49,212,163,2019,169,14.7
7,2021-01-07,site 49,96,56,1647,59,7.3
8,2021-01-08,site 49,97,47,6640,49,2.3
9,2021-01-09,site 49,22,19,57,19,5.1
10,2021-01-10,site 49,70,30,989,31,16.9
11,2021-01-11,site 49,74,44,6348,46,0.1
12,2021-01-12,site 49,80,43,3164,46,2.5
13,2021-01-13,site 49,99,52,3408,53,17.2
14,2021-01-14,site 49,121,56,1824,59,4.1
15,2021-01-15,site 49,121,64,5753,67,2.2
16,2021-01-16,site 49,82,31,978,31,0.9
17,2021-01-17,site 49,75,34,1379,35,0.2
18,2021-01-18,site 49,120,70,5878,72,4.6
19,2021-01-19,site 49,138,75,2386,78,3.6
20,2021-01-20,site 49,105,75,999,79,4.1
21,2021-01-21,site 49,130,53,1359,56,9.4
22,2021-01-22,site 49,93,52,1942,56,3.3
23,2021-01-23,site 49,49,36,1438,36,7.1
24,2021-01-24,site 49,61,32,2304,34,4.8
25,2021-01-25,site 49,127,74,4165,81,3.8
26,2021-01-26,site 49,159,80,5718,87,2.7
27,2021-01-27,site 49,169,62,6229,67,3.7
28,2021-01-28,site 49,926,64,7869,70,14.2
29,2021-01-29,site 49,93,53,3237,57,4.1
30,2021-01-30,site 49,33,27,76,27,2.5
31,2021-01-31,site 49,74,39,1349,40,3.6
1,2021-01-01,site 5,75,29,1222,29,0.1
2,2021-01-02,site 5,53,7,649,7,1.8
3,2021-01-03,site 5,51,5,564,5,3.5
4,2021-01-04,site 5,86,30,1578,30,4.4
5,2021-01-05,site 5,51,5,532,5,2.2
6,2021-01-06,site 5,53,8,683,8,2.3
7,2021-01-07,site 5,52,6,524,6,2.2
8,2021-01-08,site 5,15,5,268,5,1.1
9,2021-01-09,site 5,75,28,628,28,3.7
10,2021-01-10,site 5,53,7,626,7,2.6
11,2021-01-11,site 5,50,4,617,4,2.6
12,2021-01-12,site 5,80,29,1583,29,5.3
13,2021-01-13,site 5,50,4,581,4,2.4
14,2021-01-14,site 5,55,8,591,9,0.2
15,2021-01-15,site 5,53,6,535,6,1.8
16,2021-01-16,site 5,56,7,552,7,1.8
17,2021-01-17,site 5,75,27,577,27,2.4
18,2021-01-18,site 5,55,6,814,6,0.3
19,2021-01-19,site 5,55,7,742,7,1.1
20,2021-01-20,site 5,95,37,2085,40,4.3
21,2021-01-21,site 5,56,6,800,7,2.2
22,2021-01-22,site 5,69,12,1797,15,3.7
23,2021-01-23,site 5,55,6,675,6,2.2
24,2021-01-24,site 5,52,4,618,4,2.6
25,2021-01-25,site 5,84,32,1758,33,4.9
26,2021-01-26,site 5,62,10,838,10,2.8
27,2021-01-27,site 5,59,8,611,9,1.7
28,2021-01-28,site 5,78,28,2027,28,6.8
29,2021-01-29,site 5,58,10,718,10,1.3
30,2021-01-30,site 5,54,5,535,5,1.8
31,2021-01-31,site 5,52,4,674,4,2.8
1,2021-01-01,site 50,1877,217,13297,224,0.1
2,2021-01-02,site 50,1765,198,12050,200,1.7
3,2021-01-03,site 50,3243,1655,11791,1658,4.3
4,2021-01-04,site 50,1622,565,72729,598,0.8
5,2021-01-05,site 50,1267,562,26223,589,4.2
6,2021-01-06,site 50,839,377,11404,395,5.1
7,2021-01-07,site 50,1348,488,34824,509,1.4
8,2021-01-08,site 50,3782,1868,47313,1896,11.1
9,2021-01-09,site 50,1714,179,10324,182,3.5
10,2021-01-10,site 50,884,179,4947,183,7.9
11,2021-01-11,site 50,2901,1957,35696,1991,2.9
12,2021-01-12,site 50,2612,562,38886,599,4.1
13,2021-01-13,site 50,1576,524,23098,562,2.9
14,2021-01-14,site 50,2783,496,61568,522,17.1
15,2021-01-15,site 50,2464,482,37204,524,2.3
16,2021-01-16,site 50,1872,1665,1250,1666,0.3
17,2021-01-17,site 50,1084,346,8186,350,4.5
18,2021-01-18,site 50,2650,542,52396,588,3.7
19,2021-01-19,site 50,4045,1955,41668,2007,3.7
20,2021-01-20,site 50,1451,586,29503,614,6.8
21,2021-01-21,site 50,1290,494,52765,541,8.5
22,2021-01-22,site 50,1231,488,30662,506,8.2
23,2021-01-23,site 50,1811,217,14950,225,3.5
24,2021-01-24,site 50,2041,1673,2743,1679,3.6
25,2021-01-25,site 50,1542,592,46566,625,7.5
26,2021-01-26,site 50,2199,427,29791,442,3.3
27,2021-01-27,site 50,5098,1394,71561,1450,12.9
28,2021-01-28,site 50,2617,685,31715,716,3.8
29,2021-01-29,site 50,1452,707,29675,747,0.1
30,2021-01-30,site 50,1736,196,11692,197,4.7
31,2021-01-31,site 50,790,267,5263,269,3.7
1,2021-01-01,site 51,5,3,9,3,3.2
2,2021-01-02,site 51,5,3,10,3,5.3
3,2021-01-03,site 51,9,7,9,7,0.1
4,2021-01-04,site 51,5,3,7,3,4.9
5,2021-01-05,site 51,4,2,9,2,3.1
6,2021-01-06,site 51,4,2,8,2,3.6
7,2021-01-07,site 51,4,2,9,2,0.3
8,2021-01-08,site 51,8,6,11,6,6.1
9,2021-01-09,site 51,4,2,9,2,16.8
10,2021-01-10,site 51,7,5,9,5,5.1
11,2021-01-11,site 51,8,6,8,6,1.8
12,2021-01-12,site 51,4,2,10,2,3.9
13,2021-01-13,site 51,5,3,10,3,2.4
14,2021-01-14,site 51,8,4,16,4,5.7
15,2021-01-15,site 51,7,3,13,3,8.8
16,2021-01-16,site 51,11,7,15,7,4.7
17,2021-01-17,site 51,8,4,14,4,0.5
18,2021-01-18,site 51,6,2,16,2,0.3
19,2021-01-19,site 51,10,6,15,6,4.5
20,2021-01-20,site 51,8,4,14,4,3.7
21,2021-01-21,site 51,8,4,13,4,0.1
22,2021-01-22,site 51,7,3,14,3,8.9
23,2021-01-23,site 51,6,2,13,2,17.1
24,2021-01-24,site 51,12,8,10,8,0.1
25,2021-01-25,site 51,7,3,13,3,2.7
26,2021-01-26,site 51,7,3,14,3,6.8
27,2021-01-27,site 51,10,6,14,6,9.2
28,2021-01-28,site 51,7,3,19,3,0.1
29,2021-01-29,site 51,7,3,15,3,1.8
30,2021-01-30,site 51,7,3,13,3,4.3
31,2021-01-31,site 51,7,3,15,3,16.9
1,2021-01-01,site 52,10,3,16,3,3.2
2,2021-01-02,site 52,8,2,13,2,0.1
3,2021-01-03,site 52,24,10,14,10,3.8
4,2021-01-04,site 52,8,2,16,2,0.1
5,2021-01-05,site 52,12,4,19,4,16.3
6,2021-01-06,site 52,10,3,15,3,13.9
7,2021-01-07,site 52,12,3,223,3,5.6
8,2021-01-08,site 52,26,11,14,11,3.5
9,2021-01-09,site 52,8,2,11,2,2.2
10,2021-01-10,site 52,12,4,14,4,0.1
11,2021-01-11,site 52,32,14,29,14,2.4
12,2021-01-12,site 52,16,5,20,7,9.4
13,2021-01-13,site 52,14,5,15,5,0.1
14,2021-01-14,site 52,16,4,30,4,4.9
15,2021-01-15,site 52,20,6,30,6,8.9
16,2021-01-16,site 52,24,8,27,8,3.1
17,2021-01-17,site 52,14,3,37,3,0.6
18,2021-01-18,site 52,20,6,29,6,3.1
19,2021-01-19,site 52,30,10,222,10,8.2
20,2021-01-20,site 52,20,7,26,7,17.2
21,2021-01-21,site 52,18,5,419,5,2.9
22,2021-01-22,site 52,12,2,26,2,3.3
23,2021-01-23,site 52,16,3,494,3,0.8
24,2021-01-24,site 52,28,11,28,11,0.1
25,2021-01-25,site 52,22,6,23,7,3.6
26,2021-01-26,site 52,20,6,31,6,1.8
27,2021-01-27,site 52,28,10,28,10,4.9
28,2021-01-28,site 52,26,9,20,9,2.4
29,2021-01-29,site 52,20,5,36,6,3.1
30,2021-01-30,site 52,18,6,22,6,3.1
31,2021-01-31,site 52,14,3,23,3,1.3
1,2021-01-01,site 53,1415,524,32743,546,0.2
2,2021-01-02,site 53,1300,496,26333,510,3.7
3,2021-01-03,site 53,1292,618,28240,639,16.8
4,2021-01-04,site 53,2210,1125,42129,1153,3.7
5,2021-01-05,site 53,2299,1309,49442,1340,10.9
6,2021-01-06,site 53,1112,620,30413,642,9.4
7,2021-01-07,site 53,2031,720,61501,764,3.3
8,2021-01-08,site 53,1130,691,31596,716,6.4
9,2021-01-09,site 53,1177,441,31664,460,1.8
10,2021-01-10,site 53,1755,738,26082,758,1.9
11,2021-01-11,site 53,1384,766,31824,797,3.2
12,2021-01-12,site 53,1937,839,47550,883,6.4
13,2021-01-13,site 53,2216,752,72069,788,2.9
14,2021-01-14,site 53,1444,631,43760,673,0.1
15,2021-01-15,site 53,1650,693,48993,728,2.4
16,2021-01-16,site 53,1393,674,26957,699,17.1
17,2021-01-17,site 53,1437,886,26380,937,4.5
18,2021-01-18,site 53,1963,908,71846,968,6.5
19,2021-01-19,site 53,2026,844,52838,891,7.5
20,2021-01-20,site 53,2841,977,72392,1020,13.3
21,2021-01-21,site 53,2228,914,54526,950,2.8
22,2021-01-22,site 53,1881,774,65133,812,0.1
23,2021-01-23,site 53,1125,584,38908,599,4.3
24,2021-01-24,site 53,1730,1066,26718,1098,2.6
25,2021-01-25,site 53,2459,962,56791,1007,5.5
26,2021-01-26,site 53,1931,776,59330,811,5.1
27,2021-01-27,site 53,1286,881,59593,924,0.1
28,2021-01-28,site 53,2132,901,47078,944,0.8
29,2021-01-29,site 53,1525,736,46048,774,8.9
30,2021-01-30,site 53,1267,563,25966,584,16.9
31,2021-01-31,site 53,1915,942,37932,969,3.1
1,2021-01-01,site 54,0,0,0,0,0.9
2,2021-01-02,site 54,0,0,0,0,5.4
3,2021-01-03,site 54,0,0,0,0,4.1
4,2021-01-04,site 54,0,0,0,0,15.6
5,2021-01-05,site 54,0,0,0,0,1.9
6,2021-01-06,site 54,0,0,0,0,3.6
7,2021-01-07,site 54,0,0,0,0,10.6
8,2021-01-08,site 54,0,0,0,0,13.7
9,2021-01-09,site 54,0,0,0,0,0.1
10,2021-01-10,site 54,0,0,0,0,1.9
11,2021-01-11,site 54,1,1,0,1,3.5
12,2021-01-12,site 54,0,0,0,0,5.3
13,2021-01-13,site 54,0,0,0,0,3.7
14,2021-01-14,site 54,1,1,0,1,3.5
15,2021-01-15,site 54,0,0,0,0,0.1
16,2021-01-16,site 54,0,0,0,0,0.1
17,2021-01-17,site 54,0,0,0,0,3.4
18,2021-01-18,site 54,0,0,0,0,0.1
19,2021-01-19,site 54,0,0,0,0,0.1
20,2021-01-20,site 54,0,0,0,0,6.5
21,2021-01-21,site 54,1,1,0,1,0.8
22,2021-01-22,site 54,0,0,0,0,2.8
23,2021-01-23,site 54,117,2,4490,2,0.1
24,2021-01-24,site 54,0,0,0,0,5.3
25,2021-01-25,site 54,1,1,0,1,2.1
26,2021-01-26,site 54,0,0,0,0,6.6
27,2021-01-27,site 54,1,1,0,1,2.8
28,2021-01-28,site 54,0,0,0,0,0.2
29,2021-01-29,site 54,0,0,0,0,7.5
30,2021-01-30,site 54,0,0,0,0,0.7
31,2021-01-31,site 54,0,0,0,0,0.1
1,2021-01-01,site 55,33,17,482,18,0.1
2,2021-01-02,site 55,18,11,252,11,4.9
3,2021-01-03,site 55,45,23,215,23,4.2
4,2021-01-04,site 55,88,25,1939,32,13.2
5,2021-01-05,site 55,107,28,5014,31,0.1
6,2021-01-06,site 55,131,33,4464,37,0.1
7,2021-01-07,site 55,72,20,1427,22,4.4
8,2021-01-08,site 55,51,30,1372,31,2.9
9,2021-01-09,site 55,19,12,155,12,3.8
10,2021-01-10,site 55,26,14,128,15,4.7
11,2021-01-11,site 55,100,29,4873,32,1.3
12,2021-01-12,site 55,114,37,2163,39,0.1
13,2021-01-13,site 55,83,24,3375,26,0.2
14,2021-01-14,site 55,85,28,4270,32,3.7
15,2021-01-15,site 55,53,19,734,20,2.8
16,2021-01-16,site 55,32,21,315,21,3.5
17,2021-01-17,site 55,21,11,196,11,17.6
18,2021-01-18,site 55,41,16,325,18,2.9
19,2021-01-19,site 55,57,24,1807,24,2.2
20,2021-01-20,site 55,55,17,2960,18,0.1
21,2021-01-21,site 55,95,26,3715,29,4.4
22,2021-01-22,site 55,65,26,1282,27,2.2
23,2021-01-23,site 55,19,10,186,10,2.9
24,2021-01-24,site 55,48,15,2509,16,1.6
25,2021-01-25,site 55,92,39,3926,40,0.1
26,2021-01-26,site 55,128,51,3813,56,3.1
27,2021-01-27,site 55,173,74,6462,80,0.8
28,2021-01-28,site 55,542,153,24145,198,4.3
29,2021-01-29,site 55,566,184,24971,214,2.1
30,2021-01-30,site 55,131,54,4566,55,1.5
31,2021-01-31,site 55,176,53,13203,63,2.5
1,2021-01-01,site 56,14,5,972,5,1.1
2,2021-01-02,site 56,11,6,308,6,0.1
3,2021-01-03,site 56,36,32,248,32,0.1
4,2021-01-04,site 56,11,5,233,5,0.1
5,2021-01-05,site 56,8,5,121,5,3.5
6,2021-01-06,site 56,70,9,7954,11,3.6
7,2021-01-07,site 56,13,8,63,8,0.1
8,2021-01-08,site 56,64,32,2675,32,0.1
9,2021-01-09,site 56,8,5,9,6,19.6
10,2021-01-10,site 56,5,3,9,3,0.1
11,2021-01-11,site 56,43,36,185,36,0.1
12,2021-01-12,site 56,36,12,1327,12,6.4
13,2021-01-13,site 56,17,15,200,15,5.7
14,2021-01-14,site 56,10,5,53,5,2.8
15,2021-01-15,site 56,13,4,402,4,5.7
16,2021-01-16,site 56,37,32,48,32,0.1
17,2021-01-17,site 56,10,4,108,4,0.7
18,2021-01-18,site 56,11,5,64,5,0.2
19,2021-01-19,site 56,71,36,6131,38,1.4
20,2021-01-20,site 56,32,13,1204,13,4.5
